job_id,job_title, salary_usd ,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI07545,Head of AI,"95,103",Senior level,CT,Israel,large Cap Companies,Israel,100,"Python, TensorFlow, PyTorch, Git",Associate,6,Telecommunications,14-03-2024,17-04-2024,1645,10,Predictive Systems
AI07546,Head of AI,"49,574",Entry level,CT,China,large Cap Companies,Norway,50,"Scala, TensorFlow, Kubernetes",PhD,0,Automotive,13-06-2024,12-07-2024,1558,8,Smart Analytics
AI07561,Head of AI,"1,74,712",Senior level,FT,Norway,Small Cap Companies,Norway,100,"TensorFlow, Git, Python",PhD,5,Automotive,21-11-2024,19-12-2024,2289,10,Cloud AI Solutions
AI07614,Head of AI,"85,456",Entry level,PT,United States,large Cap Companies,Austria,0,"Spark, NLP, SQL, Scala, Kubernetes",Master,1,Education,02-08-2024,19-08-2024,718,6,TechCorp Inc
AI07651,Head of AI,"45,033",Entry level,CT,India,large Cap Companies,India,100,"Hadoop, Kubernetes, Computer Vision",Associate,0,Technology,12-06-2024,19-08-2024,703,7,Digital Transformation LLC
AI07652,Head of AI,"74,614",Senior level,CT,South Korea,Small Cap Companies,South Korea,100,"Linux, NLP, Python, SQL",PhD,7,Automotive,07-03-2024,21-03-2024,1100,7,Neural Networks Co
AI07665,Head of AI,"1,58,315",Executive,PT,Ireland,Mid Cap Companies,Ireland,100,"Java, Azure, SQL, Statistics",Associate,19,Energy,07-02-2025,24-03-2025,1352,6,DataVision Ltd
AI07691,Head of AI,"55,759",Entry level,CT,France,Small Cap Companies,France,0,"Azure, Git, Docker, Deep Learning, Python",Bachelor,0,Consulting,08-04-2024,30-05-2024,1601,7,Cognitive Computing
AI07704,Head of AI,"1,32,562",Senior level,PT,Canada,Mid Cap Companies,Canada,50,"Data Visualization, Python, Tableau",Bachelor,7,Manufacturing,24-03-2024,10-04-2024,1202,6,Algorithmic Solutions
AI07717,Head of AI,"1,18,530",Mid level,PT,United Kingdom,large Cap Companies,China,50,"Linux, Hadoop, Scala, Spark",Master,4,Finance,31-03-2024,26-04-2024,704,8,Quantum Computing Inc
AI07723,Head of AI,"73,867",Senior level,CT,China,Small Cap Companies,China,0,"Git, R, SQL, Scala",Bachelor,8,Real Estate,08-02-2024,12-03-2024,566,10,AI Innovations
AI07745,Head of AI,"1,65,406",Executive,FL,Australia,Mid Cap Companies,Netherlands,0,"Hadoop, Docker, Spark, Deep Learning",PhD,13,Gaming,05-03-2024,16-05-2024,2387,6,DataVision Ltd
AI07750,Head of AI,"1,31,920",Executive,CT,South Korea,large Cap Companies,South Korea,0,"Python, GCP, Git, Statistics",Associate,17,Media,14-01-2024,17-02-2024,1502,8,Digital Transformation LLC
AI07751,Head of AI,"3,05,915",Executive,CT,Switzerland,Small Cap Companies,Netherlands,100,"Python, TensorFlow, Java, Hadoop",Master,12,Media,13-08-2024,11-09-2024,578,7,AI Innovations
AI07790,Head of AI,"1,40,931",Senior level,PT,Singapore,Small Cap Companies,Singapore,0,"R, Data Visualization, Tableau, Java, Hadoop",Master,8,Gaming,11-02-2025,28-02-2025,911,9,Cloud AI Solutions
AI07815,Head of AI,"62,525",Entry level,CT,Austria,large Cap Companies,Norway,0,"SQL, GCP, Git, Docker",Associate,1,Gaming,11-02-2025,31-03-2025,2012,6,DeepTech Ventures
AI07831,Head of AI,"1,27,972",Mid level,PT,Denmark,Small Cap Companies,Denmark,100,"Python, Azure, Scala",Associate,4,Media,28-09-2024,07-11-2024,1470,7,Algorithmic Solutions
AI07861,Head of AI,"1,92,395",Senior level,FL,Switzerland,Small Cap Companies,Switzerland,100,"Azure, Mathematics, Tableau, Linux, Kubernetes",PhD,7,Media,14-12-2024,21-02-2025,594,7,Quantum Computing Inc
AI07874,Head of AI,"1,02,025",Mid level,CT,Sweden,Mid Cap Companies,Sweden,0,"GCP, PyTorch, SQL, AWS, Java",Associate,4,Finance,28-07-2024,26-09-2024,2172,9,Predictive Systems
AI07877,Head of AI,"70,667",Entry level,CT,United States,Small Cap Companies,United States,100,"Scala, Linux, Python, MLOps, Docker",Associate,1,Consulting,28-11-2024,02-02-2025,2198,7,Advanced Robotics
AI07881,Head of AI,"74,833",Entry level,PT,Australia,large Cap Companies,Australia,50,"Python, Scala, Java, TensorFlow, Spark",PhD,0,Healthcare,13-04-2024,14-05-2024,726,8,DeepTech Ventures
AI07891,Head of AI,"65,158",Senior level,CT,Japan,Small Cap Companies,Japan,50,"Kubernetes, AWS, Docker",Bachelor,9,Energy,19-05-2024,26-06-2024,2403,6,Digital Transformation LLC
AI07921,Head of AI,"84,849",Senior level,CT,Ireland,Mid Cap Companies,Ireland,0,"Spark, Git, Deep Learning, SQL",Master,9,Automotive,19-04-2025,30-06-2025,832,9,TechCorp Inc
AI07922,Head of AI,"1,32,724",Senior level,PT,Netherlands,Small Cap Companies,Netherlands,0,"Spark, Hadoop, Java",Bachelor,9,Gaming,21-01-2025,06-03-2025,2012,9,AI Innovations
AI07923,Head of AI,"2,39,520",Executive,FT,Norway,Mid Cap Companies,Norway,0,"AWS, Python, Docker, NLP, GCP",Associate,15,Retail,15-04-2024,17-06-2024,1400,10,Smart Analytics
AI07949,Head of AI,"65,332",Entry level,FT,Ireland,large Cap Companies,Ireland,0,"Deep Learning, Computer Vision, Docker, Spark",Bachelor,1,Real Estate,25-01-2025,07-03-2025,1803,9,TechCorp Inc
AI07954,Head of AI,"1,61,891",Senior level,FT,Denmark,Mid Cap Companies,Denmark,0,"Hadoop, Docker, GCP, SQL, Python",Associate,7,Consulting,18-01-2025,08-02-2025,924,5,Future Systems
AI07985,Head of AI,"95,918",Entry level,PT,Switzerland,Mid Cap Companies,Switzerland,50,"Hadoop, R, Spark, Kubernetes",Associate,1,Finance,07-09-2024,16-10-2024,1503,10,Quantum Computing Inc
AI07998,Head of AI,"94,114",Senior level,CT,Sweden,Small Cap Companies,Sweden,100,"GCP, MLOps, Azure, SQL",Associate,8,Government,30-03-2025,01-06-2025,1625,8,Cloud AI Solutions
AI08074,Head of AI,"1,19,846",Mid level,FL,Singapore,large Cap Companies,Singapore,100,"Azure, Git, Data Visualization, SQL, Deep Learning",Bachelor,3,Automotive,15-01-2025,25-02-2025,1947,9,Digital Transformation LLC
AI08076,Head of AI,"1,63,377",Senior level,FT,Netherlands,large Cap Companies,Canada,50,"TensorFlow, Git, R",Bachelor,7,Consulting,25-04-2025,03-07-2025,2286,8,TechCorp Inc
AI08081,Head of AI,"86,007",Entry level,PT,Netherlands,Small Cap Companies,Netherlands,0,"SQL, Python, Linux",Master,0,Automotive,26-12-2024,21-01-2025,956,7,DataVision Ltd
AI08094,Head of AI,"1,94,575",Executive,FL,France,large Cap Companies,South Korea,0,"GCP, Data Visualization, Kubernetes",Master,12,Manufacturing,26-04-2025,20-05-2025,619,6,AI Innovations
AI08104,Head of AI,"58,958",Entry level,PT,Canada,Mid Cap Companies,Canada,50,"SQL, Data Visualization, AWS, TensorFlow, Linux",Bachelor,1,Energy,30-01-2025,26-03-2025,2096,7,Quantum Computing Inc
AI08118,Head of AI,"47,475",Entry level,CT,Finland,Mid Cap Companies,Denmark,50,"Docker, PyTorch, SQL, Hadoop, Java",Bachelor,1,Retail,31-03-2025,18-04-2025,632,7,Neural Networks Co
AI08135,Head of AI,"2,07,867",Senior level,FT,United Kingdom,Mid Cap Companies,United Kingdom,50,"Kubernetes, Java, Deep Learning, TensorFlow, Hadoop",Bachelor,8,Retail,09-01-2024,13-03-2024,2180,6,DataVision Ltd
AI08141,Head of AI,"1,63,845",Senior level,PT,United States,Mid Cap Companies,Singapore,0,"MLOps, Computer Vision, Java, Python, TensorFlow",Master,5,Healthcare,31-01-2025,08-04-2025,619,9,Autonomous Tech
AI08142,Head of AI,"3,33,453",Executive,FL,United States,large Cap Companies,South Korea,100,"Spark, GCP, SQL, R, Data Visualization",Master,16,Retail,23-01-2024,04-04-2024,1336,7,Machine Intelligence Group
AI08163,Head of AI,"2,27,907",Executive,CT,Denmark,Small Cap Companies,Singapore,0,"AWS, Scala, R, SQL",Master,19,Gaming,16-03-2024,27-04-2024,1557,10,Advanced Robotics
AI08206,Head of AI,"1,24,120",Mid level,FT,United Kingdom,Small Cap Companies,China,0,"Docker, MLOps, Hadoop",PhD,3,Finance,05-10-2024,17-12-2024,1895,7,Autonomous Tech
AI08213,Head of AI,"73,393",Mid level,FL,Japan,Mid Cap Companies,Japan,50,"GCP, Tableau, Hadoop, Python",Associate,4,Gaming,04-02-2024,06-03-2024,1700,6,Neural Networks Co
AI08245,Head of AI,"1,85,409",Executive,FT,Denmark,Mid Cap Companies,Denmark,50,"Data Visualization, Computer Vision, SQL, Git",Bachelor,14,Finance,17-02-2024,31-03-2024,2072,9,Cloud AI Solutions
AI08252,Head of AI,"67,253",Mid level,FL,Japan,Mid Cap Companies,Austria,0,"R, Python, AWS, Hadoop, Statistics",Associate,2,Gaming,24-01-2024,17-03-2024,1221,8,Advanced Robotics
AI08327,Head of AI,"71,133",Entry level,CT,Sweden,Small Cap Companies,Sweden,100,"SQL, PyTorch, Hadoop",PhD,1,Technology,03-09-2024,26-09-2024,862,8,Cloud AI Solutions
AI08343,Head of AI,"84,874",Entry level,FL,United States,large Cap Companies,United States,50,"Python, Java, TensorFlow, SQL, GCP",Bachelor,0,Media,20-03-2024,14-04-2024,522,8,Predictive Systems
AI08344,Head of AI,"74,564",Mid level,FL,Canada,Small Cap Companies,Finland,100,"Mathematics, Deep Learning, TensorFlow, Docker, Git",PhD,4,Education,05-01-2024,28-01-2024,1343,6,DeepTech Ventures
AI08345,Head of AI,"2,05,465",Executive,FL,Canada,large Cap Companies,Canada,50,"Hadoop, Linux, Data Visualization",Associate,15,Media,03-04-2025,09-06-2025,1986,10,Cloud AI Solutions
AI08347,Head of AI,"72,554",Mid level,FL,Israel,Mid Cap Companies,Israel,50,"PyTorch, MLOps, AWS, Azure",Master,4,Gaming,22-03-2024,26-04-2024,2232,6,Machine Intelligence Group
AI08349,Head of AI,"1,52,093",Senior level,CT,Germany,Mid Cap Companies,Denmark,100,"Python, TensorFlow, Data Visualization, Spark",PhD,8,Education,14-10-2024,30-10-2024,2245,7,Advanced Robotics
AI08350,Head of AI,"1,00,928",Mid level,FL,France,Small Cap Companies,United States,100,"AWS, TensorFlow, Azure, Computer Vision",Bachelor,2,Finance,27-09-2024,14-11-2024,1952,8,TechCorp Inc
AI08448,Head of AI,"69,560",Mid level,PT,Ireland,large Cap Companies,Ireland,50,"GCP, Data Visualization, Python, Java",PhD,4,Real Estate,14-06-2024,26-08-2024,1455,8,DataVision Ltd
AI08464,Head of AI,"1,71,534",Senior level,FT,Norway,large Cap Companies,Norway,100,"Linux, Java, Computer Vision",Bachelor,9,Automotive,15-03-2024,14-05-2024,1757,6,Advanced Robotics
AI08493,Head of AI,"89,364",Entry level,FL,France,large Cap Companies,France,0,"Python, Hadoop, TensorFlow, AWS",Bachelor,0,Education,11-02-2025,20-04-2025,1323,9,Digital Transformation LLC
AI08550,Head of AI,"88,629",Mid level,CT,Sweden,Small Cap Companies,Sweden,0,"Spark, MLOps, Tableau",Associate,4,Healthcare,09-02-2025,16-04-2025,1685,5,Advanced Robotics
AI08571,Head of AI,"61,640",Mid level,FL,Finland,large Cap Companies,Finland,50,"Git, Docker, Kubernetes, Data Visualization, Scala",PhD,2,Gaming,10-04-2024,08-05-2024,1321,8,Smart Analytics
AI08586,Head of AI,"42,801",Entry level,FL,Ireland,Small Cap Companies,United States,100,"Computer Vision, Deep Learning, Git",PhD,1,Retail,01-07-2024,20-08-2024,775,7,Cognitive Computing
AI08594,Head of AI,"1,66,474",Executive,CT,India,Mid Cap Companies,United States,50,"Spark, Data Visualization, Hadoop",Bachelor,13,Gaming,30-11-2024,04-02-2025,1210,8,Cognitive Computing
AI08622,Head of AI,"1,14,456",Senior level,FL,Singapore,Small Cap Companies,Singapore,0,"Spark, MLOps, Azure",Master,9,Education,06-06-2024,26-07-2024,1512,9,TechCorp Inc
AI08631,Head of AI,"81,953",Mid level,PT,Austria,large Cap Companies,Denmark,50,"Hadoop, Python, MLOps, Kubernetes",PhD,3,Government,02-07-2024,15-08-2024,1078,7,Predictive Systems
AI08679,Head of AI,"37,919",Entry level,PT,Austria,Mid Cap Companies,Austria,0,"R, Git, SQL, Docker, Java",PhD,1,Consulting,22-12-2024,04-03-2025,1751,8,Cognitive Computing
AI08682,Head of AI,"55,733",Entry level,FT,Singapore,Mid Cap Companies,United States,50,"Kubernetes, Python, Mathematics",PhD,1,Finance,03-01-2025,19-01-2025,1824,5,Neural Networks Co
AI08701,Head of AI,"46,463",Entry level,CT,Israel,Small Cap Companies,Israel,0,"Hadoop, Docker, Git, SQL",PhD,0,Gaming,30-01-2024,30-03-2024,2432,9,DataVision Ltd
AI08728,Head of AI,"38,142",Entry level,PT,South Korea,Small Cap Companies,South Korea,50,"Scala, SQL, Linux",Bachelor,0,Energy,04-01-2024,20-01-2024,1098,8,Algorithmic Solutions
AI08735,Head of AI,"68,491",Senior level,FL,Finland,Small Cap Companies,Finland,0,"Deep Learning, AWS, Java, Kubernetes, Scala",PhD,7,Transportation,04-10-2024,09-11-2024,1897,10,Digital Transformation LLC
AI08759,Head of AI,"68,215",Entry level,PT,Norway,Small Cap Companies,Norway,100,"AWS, GCP, R, Git",Associate,0,Manufacturing,18-05-2024,07-07-2024,1933,8,Neural Networks Co
AI08771,Head of AI,"1,04,917",Mid level,PT,Germany,Small Cap Companies,Germany,50,"Kubernetes, Python, NLP, Linux, Azure",Bachelor,3,Telecommunications,08-07-2024,27-07-2024,1242,6,Cognitive Computing
AI08800,Head of AI,"1,13,445",Mid level,FT,Norway,Small Cap Companies,Japan,0,"Kubernetes, SQL, Mathematics",PhD,2,Real Estate,27-12-2024,28-02-2025,809,6,DeepTech Ventures
AI08860,Head of AI,"36,295",Entry level,FL,Ireland,Mid Cap Companies,Singapore,50,"AWS, Docker, Statistics",Bachelor,0,Automotive,08-11-2024,17-01-2025,2244,8,Digital Transformation LLC
AI08872,Head of AI,"1,72,082",Executive,FT,Canada,Mid Cap Companies,Canada,0,"SQL, NLP, Python, GCP, Azure",Associate,12,Real Estate,22-04-2024,17-06-2024,1809,5,Digital Transformation LLC
AI08885,Head of AI,"1,91,405",Executive,FT,Canada,Small Cap Companies,Canada,50,"Statistics, Kubernetes, GCP",PhD,15,Finance,19-09-2024,06-10-2024,1776,8,Predictive Systems
AI08910,Head of AI,"37,940",Entry level,FT,South Korea,Small Cap Companies,South Korea,0,"Azure, Hadoop, Data Visualization, Scala",Master,1,Real Estate,24-05-2024,20-07-2024,1187,7,DataVision Ltd
AI08914,Head of AI,"52,870",Entry level,FL,Ireland,Mid Cap Companies,Ireland,100,"Git, AWS, TensorFlow, Scala, NLP",Bachelor,1,Automotive,02-07-2024,29-07-2024,611,5,Autonomous Tech
AI08918,Head of AI,"1,33,638",Mid level,PT,Singapore,large Cap Companies,Singapore,50,"Python, Azure, Data Visualization",Master,2,Finance,29-05-2024,14-06-2024,1146,9,Cloud AI Solutions
AI08920,Head of AI,"1,06,121",Mid level,FT,Sweden,Mid Cap Companies,Sweden,50,"R, Linux, Tableau, Hadoop, Mathematics",PhD,4,Government,06-05-2024,03-06-2024,2018,7,DeepTech Ventures
AI08933,Head of AI,"47,677",Entry level,CT,China,Small Cap Companies,China,0,"MLOps, Scala, Hadoop, Statistics, Data Visualization",PhD,1,Automotive,26-01-2025,22-03-2025,951,7,Digital Transformation LLC
AI08963,Head of AI,"1,21,727",Mid level,PT,Norway,Small Cap Companies,Norway,0,"Kubernetes, Git, Statistics, Computer Vision, TensorFlow",Associate,3,Energy,03-07-2024,25-08-2024,2457,10,Cognitive Computing
AI08967,Head of AI,"1,97,680",Executive,FT,China,large Cap Companies,China,100,"Git, Scala, Computer Vision, Deep Learning",Associate,15,Consulting,17-02-2024,16-03-2024,1660,9,Smart Analytics
AI08974,Head of AI,"96,297",Entry level,FL,Denmark,large Cap Companies,Denmark,50,"Scala, Hadoop, Kubernetes, Python",Master,0,Government,16-11-2024,18-01-2025,854,8,Cloud AI Solutions
AI09012,Head of AI,"55,161",Entry level,FT,South Korea,Mid Cap Companies,South Korea,50,"Hadoop, Azure, MLOps, R, Deep Learning",PhD,1,Media,27-11-2024,17-01-2025,1533,6,Advanced Robotics
AI09023,Head of AI,"1,71,092",Senior level,CT,Netherlands,large Cap Companies,Netherlands,50,"Mathematics, Scala, Tableau",PhD,5,Real Estate,04-03-2025,04-04-2025,788,9,Algorithmic Solutions
AI09033,Head of AI,"90,609",Senior level,CT,China,Small Cap Companies,China,50,"Spark, SQL, MLOps, Python",Bachelor,5,Government,14-07-2024,16-08-2024,1640,10,Autonomous Tech
AI09050,Head of AI,"1,28,975",Mid level,FL,Denmark,large Cap Companies,Denmark,0,"Tableau, Deep Learning, R, TensorFlow, SQL",Associate,4,Automotive,07-02-2025,15-04-2025,1954,8,Cognitive Computing
AI09052,Head of AI,"2,48,240",Executive,CT,Singapore,large Cap Companies,Singapore,0,"Tableau, Kubernetes, Docker, Hadoop, Linux",Associate,18,Finance,11-09-2024,16-11-2024,2375,7,Digital Transformation LLC
AI09068,Head of AI,"3,43,803",Executive,FL,United States,large Cap Companies,United States,50,"Docker, Kubernetes, Git",Master,19,Government,07-07-2024,16-09-2024,636,10,Algorithmic Solutions
AI09079,Head of AI,"2,29,055",Executive,PT,Denmark,Mid Cap Companies,Denmark,0,"Java, Python, MLOps, Kubernetes, Docker",Bachelor,15,Automotive,03-09-2024,24-09-2024,1538,8,Autonomous Tech
AI09083,Head of AI,"73,885",Mid level,PT,Israel,Mid Cap Companies,Israel,0,"Computer Vision, Hadoop, R",Master,3,Education,13-03-2024,30-04-2024,1904,6,Predictive Systems
AI09103,Head of AI,"1,51,786",Executive,PT,Israel,Mid Cap Companies,Israel,50,"AWS, Computer Vision, Python",Associate,17,Gaming,04-03-2024,06-05-2024,2034,6,Cognitive Computing
AI09107,Head of AI,"1,87,298",Executive,FL,South Korea,large Cap Companies,South Korea,0,"Data Visualization, Git, Scala",Associate,17,Transportation,30-05-2024,18-06-2024,667,7,Machine Intelligence Group
AI09114,Head of AI,"1,13,003",Senior level,FT,Canada,Small Cap Companies,Canada,100,"Git, SQL, PyTorch",Bachelor,5,Transportation,29-05-2024,08-08-2024,1268,5,DataVision Ltd
AI09143,Head of AI,"1,49,281",Mid level,CT,United States,large Cap Companies,United States,0,"Kubernetes, Spark, MLOps",Associate,2,Government,08-01-2025,10-03-2025,1718,5,AI Innovations
AI09154,Head of AI,"47,973",Entry level,PT,Ireland,large Cap Companies,Ireland,50,"TensorFlow, GCP, Python, Scala, Linux",Master,0,Media,29-03-2024,21-04-2024,1747,8,Digital Transformation LLC
AI09166,Head of AI,"1,47,496",Executive,FT,Singapore,Mid Cap Companies,Singapore,0,"Docker, Scala, Spark",Associate,12,Government,12-10-2024,17-12-2024,1326,8,Autonomous Tech
AI09172,Head of AI,"78,857",Entry level,PT,United States,Small Cap Companies,United States,0,"Azure, Hadoop, Python, TensorFlow",Master,1,Government,09-01-2024,09-02-2024,963,8,Neural Networks Co
AI09181,Head of AI,"2,06,914",Executive,FL,Germany,Mid Cap Companies,Germany,100,"Python, Tableau, Hadoop, TensorFlow",Bachelor,14,Real Estate,26-04-2024,16-05-2024,2385,9,Cognitive Computing
AI09183,Head of AI,"1,28,046",Mid level,FL,United Kingdom,Mid Cap Companies,United Kingdom,0,"Python, AWS, Java, Statistics, Deep Learning",PhD,2,Transportation,18-12-2024,08-02-2025,1162,9,Future Systems
AI09197,Head of AI,"1,19,360",Mid level,PT,United Kingdom,Mid Cap Companies,Japan,100,"Tableau, AWS, GCP, Python",PhD,3,Gaming,02-09-2024,26-09-2024,1474,6,Cloud AI Solutions
AI09200,Head of AI,"60,747",Mid level,FT,Ireland,Small Cap Companies,Ireland,0,"Azure, Java, R, MLOps",PhD,4,Finance,03-08-2024,12-09-2024,1925,7,DeepTech Ventures
AI09293,Head of AI,"1,96,294",Senior level,FT,Norway,large Cap Companies,Norway,0,"Tableau, NLP, PyTorch",Bachelor,6,Education,18-03-2025,30-04-2025,602,9,Algorithmic Solutions
AI09294,Head of AI,"45,849",Entry level,FT,Ireland,Small Cap Companies,United Kingdom,50,"R, AWS, GCP, Linux, Tableau",Associate,0,Telecommunications,08-10-2024,31-10-2024,1857,6,Quantum Computing Inc
AI09298,Head of AI,"89,825",Senior level,CT,China,large Cap Companies,China,0,"NLP, SQL, Kubernetes",Master,5,Retail,01-10-2024,18-10-2024,1647,6,Future Systems
AI09304,Head of AI,"1,40,799",Executive,FL,Ireland,Small Cap Companies,India,0,"Spark, Deep Learning, Kubernetes, R, SQL",Bachelor,12,Gaming,27-07-2024,25-09-2024,1901,6,Predictive Systems
AI09307,Head of AI,"1,87,667",Senior level,FL,Germany,large Cap Companies,Germany,50,"Docker, TensorFlow, Scala, Python",Master,6,Media,20-04-2025,11-06-2025,881,6,Quantum Computing Inc
AI09331,Head of AI,"53,295",Entry level,FT,Canada,Small Cap Companies,Canada,100,"Python, TensorFlow, GCP",PhD,1,Healthcare,14-10-2024,04-11-2024,775,9,Autonomous Tech
AI09340,Head of AI,"75,264",Entry level,FL,Australia,Mid Cap Companies,Canada,50,"GCP, Python, Tableau, MLOps, Deep Learning",PhD,1,Healthcare,24-01-2025,13-02-2025,762,6,Predictive Systems
AI09345,Head of AI,"78,321",Senior level,FL,Finland,Small Cap Companies,Finland,100,"Tableau, PyTorch, AWS",Master,8,Telecommunications,09-02-2024,22-03-2024,1084,10,Cognitive Computing
AI09441,Head of AI,"1,36,339",Senior level,PT,Germany,Small Cap Companies,Canada,0,"Kubernetes, Python, TensorFlow, Computer Vision",Associate,8,Finance,21-08-2024,23-09-2024,1569,9,Neural Networks Co
AI09450,Head of AI,"1,08,649",Mid level,FT,Denmark,Small Cap Companies,Denmark,50,"AWS, Hadoop, Statistics",Bachelor,3,Government,14-02-2025,18-04-2025,693,7,Algorithmic Solutions
AI09455,Head of AI,"39,764",Entry level,PT,South Korea,Small Cap Companies,Switzerland,50,"TensorFlow, R, Tableau, Scala, PyTorch",Bachelor,1,Transportation,12-06-2024,02-08-2024,2088,8,Autonomous Tech
AI09478,Head of AI,"1,49,414",Executive,CT,Japan,Small Cap Companies,Japan,50,"Kubernetes, Statistics, Hadoop, Deep Learning, AWS",Master,16,Education,26-01-2024,15-02-2024,2031,9,DeepTech Ventures
AI09483,Head of AI,"85,790",Mid level,FL,Netherlands,Mid Cap Companies,Netherlands,50,"Git, Python, MLOps",PhD,3,Automotive,21-01-2024,05-02-2024,1867,10,TechCorp Inc
AI09540,Head of AI,"1,33,605",Senior level,FT,Norway,Mid Cap Companies,Norway,100,"Deep Learning, GCP, PyTorch, Computer Vision, Hadoop",Associate,8,Healthcare,08-06-2024,23-06-2024,1035,5,Advanced Robotics
AI09573,Head of AI,"1,93,726",Executive,CT,Singapore,Small Cap Companies,Singapore,50,"R, Git, Docker",Bachelor,18,Education,06-07-2024,22-07-2024,1146,7,Digital Transformation LLC
AI09575,Head of AI,"57,129",Mid level,PT,Austria,Mid Cap Companies,Ireland,50,"Hadoop, Python, Linux, Spark",Master,3,Retail,16-12-2024,21-01-2025,2040,6,TechCorp Inc
AI09627,Head of AI,"62,525",Mid level,PT,South Korea,Mid Cap Companies,South Korea,50,"Scala, Kubernetes, Docker, Deep Learning",Master,4,Media,12-04-2024,17-06-2024,1832,10,Algorithmic Solutions
AI09629,Head of AI,"1,94,241",Executive,FL,United Kingdom,Small Cap Companies,Canada,0,"Data Visualization, Linux, TensorFlow, Kubernetes",Associate,13,Gaming,03-12-2024,17-12-2024,666,7,Machine Intelligence Group
AI09630,Head of AI,"84,016",Mid level,PT,China,large Cap Companies,Germany,50,"Computer Vision, Git, Kubernetes",Master,4,Consulting,13-07-2024,19-08-2024,1871,10,DeepTech Ventures
AI09652,Head of AI,"1,03,160",Mid level,FL,Sweden,large Cap Companies,Japan,0,"Scala, Python, R",PhD,2,Gaming,18-07-2024,17-09-2024,1499,9,Future Systems
AI09672,Head of AI,"58,036",Entry level,CT,Germany,Mid Cap Companies,Canada,0,"Statistics, Python, Spark, Scala",Master,0,Healthcare,20-06-2024,28-08-2024,1143,9,AI Innovations
AI09697,Head of AI,"3,54,999",Executive,FT,Switzerland,Mid Cap Companies,Switzerland,50,"GCP, Python, Git",Bachelor,14,Real Estate,13-10-2024,28-10-2024,952,8,TechCorp Inc
AI09714,Head of AI,"2,72,950",Executive,PT,United States,large Cap Companies,United States,100,"Deep Learning, Spark, MLOps, Docker, Java",Associate,17,Government,25-09-2024,31-10-2024,1386,8,Autonomous Tech
AI09725,Head of AI,"2,77,634",Executive,FL,Norway,Mid Cap Companies,Norway,100,"PyTorch, SQL, Mathematics, AWS",PhD,14,Automotive,23-08-2024,09-10-2024,1823,7,Algorithmic Solutions
AI09744,Head of AI,"1,26,849",Executive,FL,South Korea,large Cap Companies,South Korea,0,"Python, Hadoop, GCP",Master,18,Real Estate,16-02-2025,28-04-2025,1531,7,Autonomous Tech
AI09749,Head of AI,"1,05,517",Entry level,FT,Switzerland,Mid Cap Companies,Switzerland,0,"Azure, Git, Data Visualization, Mathematics",Master,1,Government,29-01-2024,28-02-2024,1696,7,Neural Networks Co
AI09776,Head of AI,"57,731",Mid level,PT,Finland,Small Cap Companies,Finland,50,"Kubernetes, MLOps, Mathematics",Associate,3,Government,16-09-2024,23-11-2024,1556,8,Smart Analytics
AI09791,Head of AI,"83,456",Entry level,FL,Germany,Mid Cap Companies,Germany,100,"Hadoop, Git, SQL, Azure",Master,0,Energy,12-02-2024,09-04-2024,1729,6,Autonomous Tech
AI09801,Head of AI,"66,824",Entry level,FT,Singapore,Small Cap Companies,Singapore,50,"Java, GCP, Data Visualization",Master,0,Consulting,11-03-2025,02-05-2025,2422,6,Smart Analytics
AI09816,Head of AI,"3,61,718",Executive,PT,Denmark,large Cap Companies,Finland,100,"MLOps, Tableau, Azure, Scala",Bachelor,11,Consulting,17-08-2024,03-10-2024,1255,7,Quantum Computing Inc
AI09827,Head of AI,"88,005",Senior level,FL,Israel,large Cap Companies,Israel,50,"Deep Learning, Tableau, Kubernetes, Scala, GCP",PhD,5,Consulting,20-04-2025,24-06-2025,1275,5,AI Innovations
AI09834,Head of AI,"1,59,580",Mid level,PT,United Kingdom,large Cap Companies,United Kingdom,50,"Linux, SQL, Python, Scala, Spark",Bachelor,4,Government,04-05-2024,14-06-2024,597,8,Algorithmic Solutions
AI09849,Head of AI,"1,86,347",Senior level,PT,Switzerland,Small Cap Companies,Switzerland,50,"Computer Vision, Spark, Kubernetes, Scala",Bachelor,6,Finance,06-04-2025,29-04-2025,1027,7,Quantum Computing Inc
AI09896,Head of AI,"1,76,849",Senior level,FL,United Kingdom,Small Cap Companies,Israel,50,"Docker, Linux, Computer Vision, Azure",Bachelor,6,Retail,04-08-2024,05-10-2024,868,6,Future Systems
AI09917,Head of AI,"1,45,545",Executive,CT,Finland,Mid Cap Companies,Switzerland,0,"Scala, R, Azure, Mathematics",PhD,18,Government,10-11-2024,04-12-2024,1536,7,Machine Intelligence Group
AI09919,Head of AI,"1,40,207",Executive,FL,India,Small Cap Companies,India,50,"SQL, GCP, NLP, Spark",PhD,13,Automotive,01-01-2025,05-03-2025,2201,6,TechCorp Inc
AI09931,Head of AI,"72,576",Entry level,FT,Germany,large Cap Companies,Germany,100,"Deep Learning, Tableau, Statistics, GCP, Azure",Bachelor,1,Media,23-01-2024,19-02-2024,1885,7,DataVision Ltd
